review_score,translated_message
5,"Very good, super recommend 😍"
5,"All within the normality of sale, purchase and delivery."
3,"Product delivered in hand, beautiful and original. It has been charged the charging rapid delivery fee 10 days and not complying with the agreed. I want to refund the extra fee."
5,Beautiful and comfortable this chair ...
5,Positive Review
4,Positive Review
5,"Arrived on time, beautiful clock!"
1,Negative Review
4,Positive Review
4,"Top product for those who passionate about making drinks, I recommend the product and the TBM store that delivered in until before the deadline."
1,I do not recommend this store for anyone I bought my son's gift on January 23rd will make a month and nothing are still saying that the postman called and no one answered I was all day
1,Negative Review
1,Negative Review
4,Positive Review
5,Positive Review
3,Neutral Review
4,Positive Review
4,Arrived as agreed.
1,"I ordered 3 units of the product, only 2 units were delivered"
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,"I bought a quite of scissors wire razor, but I did not receive the model that was chosen by the site"
5,Excellent
3,Neutral Review
5,Excellent !!!
1,Negative Review
4,Positive Review
5,Positive Review
1,"Although on the Stark website it is reported that the product was delivered I did not receive it. According to the concierge of my condominium (security personnel) the goods was not delivered, ie they did not mention NAD"
5,Positive Review
5,"Very good product, all right on my PS4, I recommend."
5,Positive Review
4,Positive Review
5,Positive Review
5,"Very satisfied, the product is beautiful. I recommend it!"
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Good product recommend
4,Positive Review
5,Positive Review
4,Positive Review
1,Negative Review
5,Positive Review
5,Product delivered according to expectations.
5,Positive Review
5,Great thank you very much
5,Positive Review
1,"I haven't received the product yet, it's over the deadline and no one gets in touch to say what happened."
4,Positive Review
1,I want to change and I'm not getting five days
4,Positive Review
5,Positive Review
5,Positive Review
5,Very fast delivery
5,Good
5,"Buy excellent, great service, great product."
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Product arrived before the deadline and that was exactly what I was looking for
5,Positive Review
1,It took a delivery
5,Positive Review
2,Negative Review
3,Good product
5,Positive Review
4,Positive Review
5,I am already an old customer and trust the organization
3,Neutral Review
5,Positive Review
5,Product delivered on time. And the service always excellent.
3,Neutral Review
5,Positive Review
5,Positive Review
4,Positive Review
1,In my assessment I consider the product as not delivered because it is outside the specifications of my purchase on the site the correct would be with the capacity of 3 liters instead I received a product of 0.7L
1,"The Pen Drive that records voice and video has arrived on time, but is defective. It's not recording anything. I sent an email to the store that sent the product is waiting for a position to solve the problem."
5,Positive Review
5,original sealed cartridge
3,Unfortunately the product came with factory defect and I already triggered the return of the product
1,I did not receive the product
5,Positive Review
4,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
3,My assessment is very low ... because I have not received my copra yet !!!
4,Positive Review
5,"Product arrived well before the deadline and is exactly the same as the ad. The glass pelicle is not the most resistant, but serves the careful user."
4,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
5,Fast delivery on time
5,Positive Review
4,Positive Review
5,Positive Review
1,"I can't contact anyone to know about my product. Nor is the information on the reason for non -delivery of the product, but I can not make the complaint."
5,I arrived very fast. I like this case is very transparent and does not hide the beauty of the cell phone.Barutheon of congratulations as always.
3,Neutral Review
4,Positive Review
5,Positive Review
1,"I didn't receive the wine quilt. I complained but it didn't. I do not recommend.
I want the quilt or my money back"
5,Positive Review
3,Much delay for delivery.
5,Positive Review
1,I bought 4 washers only arrived 1.
5,Positive Review
5,Positive Review
5,Positive Review
5,It would recommend the store for its speed and concern with the customer.
1,"Correios informs that so far has not arrived on the CD of my city, but store that delivers with the mail only if you can expect that"
4,"As the product was violated, I already contacted Baratheon that according to the attendant will be resubmitted another quite."
4,Positive Review
5,Positive Review
5,Excellent quality.
3,The table even though it is small is beautiful and answered me well. As for delivery I had problems with the Post Office carrier more was resolved.
5,Positive Review
5,Positive Review
5,Positive Review
1,I think if I pay front I have to receive product at my residence
5,Positive Review
5,Positive Review
5,"Everything I ordered has arrived on time, even before, the rug and super soft. Very efficient Baratheon."
1,"I bought two kits for my Samsung J5 devices. Both plastic covers have wrong cut, covering the flash. The film does not cover the entire length of the screen. I wish to proceed with the return, for exchange."
5,Positive Review
5,Positive Review
4,Product arrived fast.
5,Positive Review
5,"It arrived in a week, the deadline was a month or more, because on the day of the World Cup game would not be counted as business days, I was very pleased with the speed. Very well."
1,Negative Review
5,Product delivered on time is of great quality
5,Quality product.
5,Positive Review
3,The photo of the site has deceived the size of the watch. I thought I was buying the little one and it was the big one.
3,Neutral Review
4,Positive Review
5,"I received correctly, very before the deadline."
3,Neutral Review
4,"I bought two products. 
This was delivered on time.
The other has not yet been delivered and the deadline is over."
5,Positive Review
1,"Street vendor product ... 100% Paraguay
Worst purchase I've ever made on the internet.
Advertisement does not match the product.

I want to return ..."
5,Positive Review
3,Neutral Review
5,Very good
5,Positive Review
3,Neutral Review
5,Positive Review
4,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
3,I didn't receive it in the color that was in the ad
5,"Great product, delivered ahead of time!"
5,Positive Review
5,Very good warms up fast
2,Negative Review
